-6.939572758242523731e-02 2.303507919699831347e-02
7.620247543738664642e-02 1.149021004533840561e-02
1.007044094728706957e-01 -4.672418592082239891e-02
-4.260775971484242475e-01 4.393170292296379453e-01
1.018370716867154219e-01 1.661406577020665687e-01
9.257467224260573779e-02 1.409992433628968478e-01
8.176465060912933847e-02 4.233974714769107167e-02
-2.903502334684434083e-01 -3.155243970570818512e-01
-2.721312968284871348e-01 -3.845679991772450474e-03
-1.225019282771595136e-01 1.065283402296158394e-01
4.460080197734512392e-02 -1.917512106356634299e-02
-2.609130119286459659e-01 -1.090207971762338079e-01
-7.017627713993022931e-02 2.781517029641116800e-01
-2.594112744858060315e-01 2.375917788010523807e-02
2.412591556873302789e-01 -4.571307407988653426e-01
2.116667433620021965e-01 5.657940918348705606e-02
-4.885473362179524465e-02 1.030499129604576930e-01
3.859842352350416061e-01 4.822927996227626690e-01
-1.071141764309465477e-01 -8.191052727310693671e-02
2.476906209801231218e-01 -1.119739814104658837e-01
-9.965954358532221058e-02 6.022682053131798302e-02
-2.665774660585437661e-01 2.367569270912225909e-01
-3.564110569314937749e-01 3.133077393129630184e-01
-6.387012791725869831e-02 1.123066788714175562e-02
4.390591997413174213e-02 9.505518021444901711e-02
6.392272919081946059e-01 4.437520234450880730e-01
7.828611984616365982e-01 6.028835358854213178e-01
-1.376783428624053784e-01 3.446963188081323404e-01
-2.130829894851282991e-01 -4.659556626315352473e-02
-6.163765331116912716e-01 -3.318465615569289873e-01
2.983191048232233453e-02 -2.627172097762688341e-01
-7.626321805236313534e-02 1.325634500024730142e-02
-4.444042928281140004e-01 6.112510505899541174e-02
4.477624451334912686e-02 -9.865196277552609055e-03
-5.961295235197973108e-01 7.671893383906681629e-01
-1.025503107080798400e-02 1.210341214559793876e-01
-9.235518449985642420e-01 5.974467189163364944e-01
3.511849406648925864e-01 4.494410489466749703e-01
6.140077435593453530e-03 1.757981901401807837e-02
-2.848015366211103516e-01 -6.704149501599002692e-01
2.960441809868711860e-01 8.424129179320136163e-02
9.012987515701607888e-02 -2.780203696221926757e-01
-1.673697409120776247e-01 -2.524612148457323624e-01
1.477667256835469567e-01 7.486987002399859981e-02
9.566133589347126931e-02 -2.525662552696485152e-02
-1.524369149339147023e-01 1.868046164250927177e-01
4.347291585861859375e-02 5.073412481472047708e-02
1.242806808231003840e-01 1.593978520992452366e-02
9.435589710332795491e-03 -1.011573293581821860e-02
-1.886524302635762818e-02 -6.455604730389648271e-02
3.765474414203977271e-02 8.459532663136662411e-02
-3.757513155991667464e-01 2.084141941139051532e-02
6.124183984451689877e-01 -3.907349349298553376e-01
-1.601882938670433909e-01 3.444021217842589966e-01
-4.820628358099737221e-01 -7.492529676683781226e-01
-8.655916545120011241e-02 -3.775671304009282636e-01
