-4.171566716760774507e-02 1.243674507390865255e-02
1.089383214223750007e-01 3.408431441058099032e-02
-6.525336507675857933e-02 -1.702659251523845896e-01
-5.993034884914418825e-01 5.385390962740833620e-01
1.376002050198276705e-01 2.279777575534810696e-01
-2.518897536163867967e-02 1.479275759882623942e-01
1.876540336631757899e-01 -1.108832937180670303e-01
-4.584066042527841778e-01 -4.670585407643371156e-01
-3.282605747580525368e-01 1.246829101513064961e-02
-1.052958892672110763e-01 2.846098152310014631e-02
3.992870737432158146e-02 -5.500112630208660314e-02
-3.060380766200304636e-01 -1.585844442854366099e-01
-8.500706248563552614e-02 4.117474563695581180e-01
-4.077590495389338821e-01 1.253999870062718486e-02
2.361881428791434145e-01 -6.180135153553212302e-01
1.753275731218270073e-01 -4.077057840853014897e-02
-1.006904184927562146e-01 1.442485330864796134e-01
5.978033576226646773e-01 5.341938215289860903e-01
-1.761507109824857198e-01 -2.614783864287993365e-01
2.923981421528948910e-01 -1.073553490115115999e-01
-9.266630398170641603e-02 5.328583974732603590e-02
-4.289546102006190909e-01 3.624007911093109491e-01
-3.995162795215350116e-01 3.208195123889957534e-01
-9.489187355572158145e-02 9.856455547570905796e-04
3.948111044793545243e-02 2.082020427276468771e-02
7.701205957612782260e-01 4.812907995741563805e-01
8.180327543872697449e-01 6.692482875103556994e-01
1.660313239923593906e-02 5.293907654304114141e-01
-3.188626158412919964e-01 -1.619535458037991982e-01
-7.481766978994491835e-01 -3.406387012897318378e-01
-8.328836834861011451e-02 -3.483374241012403560e-01
-5.931976239235699916e-02 6.933792053432508672e-03
-4.400662521017333906e-01 7.551982100570878154e-02
2.849940754273501756e-02 -1.310642053762170814e-02
-7.069579707852921002e-01 8.630702938410723668e-01
1.741368883772823756e-02 6.456961172808506344e-02
-9.570479958348724336e-01 6.102990129232856997e-01
3.782263316491115690e-01 4.573767897089152101e-01
-1.274403259351635474e-02 -1.903620364185167058e-02
-2.806745517262334566e-01 -7.150522548429444347e-01
